date,close,매입금액,손익,수익률
2026-07-31,215503150,185343147,137538104,353041254,30160003,16.2725
2026-07-31,215503150,185343147,137538104,353041254,30160003,16.2725
2026-08-03,212408725,185343147,137538104,349946829,27065578,14.603
2026-08-03,224179750,197276584,125724130,349903880,26903166,13.6373
2026-08-03,226812770,199921117,123079197,349891967,26891653,13.4511
2026-08-03,229154165,202273227,120727138,349881303,26880938,13.2894
2026-08-03,231395270,204522422,118474328,349869598,26872848,13.1393
2026-08-03,238081195,211232766,111773988,349855183,26848429,12.7104
2026-08-03,240983175,214139191,108867538,349850713,26843984,12.5358
2026-08-03,240983175,214139191,108867538,349850713,26843984,12.5358
2026-08-04,243946440,214139191,108867538,352813978,29807249,13.9196
2026-08-04,256058940,226240196,96771317,352830257,29818744,13.1801
2026-08-04,260255735,230432243,92581601,352837336,29823492,12.9424
2026-08-04,265572580,235743877,87268426,352841006,29828703,12.653
2026-08-04,268605380,238749531,84265280,352870660,29855849,12.5051
2026-08-04,272357480,242488477,80527545,352885025,29869003,12.3177
2026-08-05,282295420,242488477,80527545,362822965,39806943,16.416
2026-08-05,282295420,242488477,80532659,362828079,39806943,16.416
2026-08-05,282295420,242488477,80532659,362828079,39806943,16.416
2026-08-06,271445015,242488477,80532659,351977674,28956538,11.9414
2026-08-06,282467095,253688107,69332442,351799537,28778988,11.3442
2026-08-06,284664535,255921610,67098698,351763233,28742925,11.2311
2026-08-06,285989975,257267630,65752640,351742615,28722345,11.1644
2026-08-06,287141015,258436022,64582425,351723440,28704993,11.1072
2026-08-06,289373335,260706538,62313159,351686494,28666797,10.9958
2026-08-06,290559255,261913746,61105989,351665244,28645509,10.937
2026-08-06,290559255,261913746,61105989,351665244,28645509,10.937
2026-08-07,288542100,261913746,61105989,349648089,26628354,10.1668
2026-08-07,288542100,261913746,61107184,349649284,26628354,10.1668
2026-08-10,292687395,261913746,61107184,353794579,30773649,11.7495
2026-08-11,291291625,261913746,61107184,352398809,29377879,11.2166
2026-08-12,298170760,261913746,61107184,359277944,36257014,13.8431
2026-08-12,298170760,261913746,61107184,359277944,36257014,13.8431
2026-08-13,308083985,261913746,61107184,369191169,46170239,17.628
2026-08-13,308083985,261913746,61107184,369191169,46170239,17.628
2026-08-14,318782790,261913746,61107184,379889974,56869044,21.7129
2026-08-14,318782790,261913746,61107184,379889974,56869044,21.7129
2026-08-14,318782790,261913746,61107184,379889974,56869044,21.7129
2026-08-18,311348825,261913746,61107184,372456009,49435079,18.8746
2026-08-19,294812700,261913746,61107184,355919884,32898954,12.561
2026-08-19,301302300,268437858,54035881,355338181,32864442,12.2428
2026-08-19,303699300,271129882,51624103,355323403,32569418,12.0125
2026-08-19,304897650,272337432,50411570,355309220,32560218,11.9558
2026-08-19,305883975,273361514,49411850,355295825,32522461,11.8972
2026-08-19,310223310,277879442,45033875,355257185,32343868,11.6395
2026-08-19,310223310,277879442,45033875,355257185,32343868,11.6395
2026-08-19,312017205,279689435,43216440,355233645,32327770,11.5585
2026-08-19,312017205,279689435,43216440,355233645,32327770,11.5585
2026-08-20,323255160,279689435,43216440,366471600,43565725,15.5765
2026-08-20,323255160,279689435,43216440,366471600,43565725,15.5765
2026-08-21,321579460,279689435,43216440,364795900,41890025,14.9773
2026-08-21,321587485,279430989,43216440,364803925,42156496,15.0866
2026-08-21,321623755,279151809,43208278,364832033,42471946,15.2146
2026-08-21,321656940,279141671,43183967,364840907,42515269,15.2307
2026-08-21,321668250,279052366,43176432,364844682,42615884,15.2716
2026-08-21,321668445,278754974,43193848,364862293,42913471,15.3947
2026-08-21,321743365,278708143,43123133,364866498,43035222,15.441
2026-08-24,314138420,278708143,43123133,357261553,35430277,12.7123
2026-08-25,317687745,278708143,43123133,360810878,38979602,13.9858
2026-08-26,314564395,278708143,43123133,357687528,35856252,12.8652
2026-08-27,316176295,278708143,43123133,359299428,37468152,13.4435
2026-08-28,313842920,278708143,43123133,356966053,35134777,12.6063
2026-08-31,314648330,278708143,43123133,357771463,35940187,12.8953
2026-09-01,314808155,278708143,43123133,357931288,36100012,12.9526
2026-09-02,292770140,266778041,43123133,335893273,25992099,9.743
2026-09-02,292770140,266782331,43123133,335893273,25987809,9.7412
2026-09-02,292770140,266782331,43123133,335893273,25987809,9.7412
2026-09-02,299262715,273399374,43123133,342385848,25863341,9.4599
2026-09-02,300265555,274417284,43123133,343388688,25848271,9.4193
2026-09-02,300265555,274417284,45993613,346259168,25848271,9.4193
2026-09-02,300431950,273980757,45993613,346425563,26451193,9.6544
2026-09-02,300691875,273918092,45759688,346451563,26773783,9.7744
2026-09-02,300691875,273918092,45759688,346451563,26773783,9.7744
2026-09-02,300676225,273597048,45759688,346435913,27079177,9.8975
2026-09-02,298681910,271212903,45972527,344654437,27469007,10.1282
2026-09-02,300743510,273341703,45972527,346716037,27401807,10.0247
2026-09-02,300743510,273341703,45972527,346716037,27401807,10.0247
2026-09-02,300746110,273036402,45964652,346710762,27709708,10.1487
2026-09-02,300746110,266879612,45964652,346710762,33866498,12.6898
2026-09-03,301134505,266879612,45964652,347099157,34254893,12.8353
2026-09-04,306600940,266879612,45964652,352565592,39721328,14.8836
